Player_ID,Matches,Innings,Runs,Batting_Average,Strike_Rate,Fours,Sixes,Wickets,Bowling_Average,Economy_Rate,Catches,Player_Performance_Score
P0723,26,24,3970,39.0,146.3,380,139,7,22.8,6.5,13,74.9
P0724,29,26,3243,37.7,150.9,215,89,10,25.1,8.6,17,68.0
P0725,33,33,1144,42.4,124.3,69,50,8,15.0,8.9,11,32.0
P0726,14,14,401,32.1,137.2,45,20,6,23.2,8.6,13,30.0
P0727,43,41,3323,40.6,170.2,253,174,7,24.5,7.9,18,66.9
P0728,15,15,1364,33.7,125.9,148,64,10,27.6,7.7,12,30.0
P0729,11,11,50,42.6,115.9,5,2,5,30.1,6.2,6,30.0
P0730,22,22,50,41.5,161.7,3,1,9,31.9,7.2,18,30.0
P0731,20,19,198,27.6,170.3,15,9,5,28.9,6.7,12,30.0
P0732,32,29,2100,45.8,135.1,209,56,8,24.3,5.6,13,51.0
P0733,25,23,1073,31.2,153.2,126,33,4,15.0,8.5,10,30.0
P0734,40,38,3403,43.3,159.1,391,94,7,24.4,6.7,8,71.1
P0735,20,19,50,39.3,121.6,4,1,5,21.2,8.6,8,30.0
P0736,25,22,50,52.5,126.3,5,1,16,32.7,8.3,10,30.0
P0737,17,15,947,34.0,157.2,64,50,2,36.3,8.0,9,30.0
P0738,13,13,73,32.9,165.3,8,2,8,36.5,8.0,6,30.0
P0739,49,47,50,35.8,145.1,5,0,9,35.1,6.8,14,30.0
P0740,13,13,495,33.3,119.2,34,17,11,27.9,9.3,13,30.0
P0741,34,33,2556,43.2,170.8,199,44,8,24.8,7.4,8,59.8
P0742,12,12,226,21.5,125.4,14,4,6,23.0,7.7,11,30.0
P0743,41,39,560,26.5,129.0,42,13,11,16.9,6.8,12,30.0
P0744,12,10,221,26.4,141.2,24,7,7,36.9,6.5,10,30.0
P0745,36,34,953,44.6,163.0,78,30,10,27.6,7.9,25,34.8
P0746,38,37,50,51.4,150.4,3,2,10,19.0,7.6,12,30.0
P0747,41,40,400,35.1,142.5,32,17,8,22.4,6.6,11,30.0
P0748,28,25,1311,34.5,143.3,155,42,7,22.1,6.0,8,33.8
P0749,30,28,1355,36.6,135.8,132,38,3,29.3,6.1,11,30.0
P0750,14,14,759,46.5,145.0,64,20,13,37.5,8.6,13,30.0
P0751,27,26,50,27.7,90.0,3,2,7,26.2,6.8,8,30.0
P0752,37,35,1092,38.1,129.7,130,18,7,15.0,7.1,16,30.0
P0753,31,29,50,44.8,139.3,5,0,12,27.5,8.9,16,30.0
P0754,30,29,1384,40.5,114.3,106,64,5,27.8,6.3,16,34.3
P0755,15,12,1098,37.7,142.0,70,37,7,27.2,6.7,10,30.2
P0756,10,9,50,45.0,131.3,3,1,7,24.0,6.6,15,30.0
P0757,14,13,80,15.0,166.6,5,1,6,30.7,9.0,23,30.0
P0758,50,50,2797,42.1,163.3,265,146,9,29.5,9.4,11,56.0
P0759,21,21,1424,30.1,126.6,164,70,6,28.8,8.2,13,30.0
P0760,35,32,344,19.5,132.3,30,14,7,32.3,8.2,11,30.0
P0761,43,41,512,40.6,133.7,56,17,11,25.6,6.8,5,30.0
P0762,23,22,50,48.4,126.9,4,1,10,25.1,9.3,11,30.0
P0763,35,32,1227,34.8,138.5,125,66,4,40.0,7.7,13,30.0
P0764,36,36,4881,44.6,121.4,507,261,11,33.5,8.3,9,76.2
P0765,18,17,1096,50.5,114.6,77,25,9,35.6,7.3,8,31.2
P0766,35,33,1543,47.8,146.2,126,73,11,38.8,7.1,13,35.0
P0767,31,31,2080,50.8,146.3,204,47,4,33.2,9.1,10,37.5
P0768,39,39,1646,42.7,120.5,105,38,7,36.4,7.9,10,30.0
P0769,26,26,178,36.7,151.1,14,7,7,16.4,8.9,16,30.0
P0770,35,32,1259,21.6,123.6,115,39,12,30.6,7.7,19,30.0
P0771,45,43,1780,33.8,139.6,213,93,7,27.5,6.6,9,42.7
P0772,10,9,260,28.4,149.8,23,4,14,42.4,6.8,11,30.0
P0773,17,14,50,55.5,134.4,5,1,7,36.4,7.5,11,30.0
P0774,44,41,3250,34.4,143.2,279,168,3,24.0,6.8,6,63.3
P0775,24,21,1297,37.1,125.7,139,66,9,32.0,6.3,13,30.5
P0776,31,31,567,41.0,131.5,54,12,13,30.3,8.6,21,30.0
P0777,23,21,1529,36.4,131.3,173,45,6,32.6,6.9,13,30.0
P0778,35,32,824,51.3,121.6,69,32,5,20.8,7.5,15,30.0
P0779,37,36,238,30.4,131.8,22,5,6,31.9,7.7,13,30.0
P0780,32,30,272,37.8,107.1,26,14,5,27.2,6.8,11,30.0
P0781,23,22,50,29.3,126.2,4,2,5,31.3,8.9,11,30.0
P0782,33,31,1100,24.1,129.9,75,23,6,23.2,6.3,7,30.0
P0783,11,10,50,30.5,130.4,3,0,15,24.3,7.7,7,30.0
P0784,35,35,50,35.7,130.7,3,0,7,38.4,7.6,12,30.0
P0785,23,20,50,32.1,133.9,5,2,9,20.6,7.3,13,30.0
P0786,16,15,408,29.8,143.6,30,9,10,21.2,6.1,14,30.0
P0787,12,10,198,23.3,150.7,14,6,10,28.6,8.3,10,30.0
P0788,32,29,688,35.3,123.3,71,22,7,22.8,8.1,14,30.0
P0789,27,24,50,22.5,113.3,3,1,9,21.9,6.7,19,30.0
P0790,47,45,50,42.8,116.2,4,0,6,29.8,8.1,15,30.0
P0791,44,43,2313,36.7,126.2,161,55,7,17.0,7.8,12,41.9
P0792,24,24,246,22.9,128.7,28,12,9,20.9,6.1,16,30.0
P0793,34,34,1486,33.2,121.1,165,76,7,45.4,6.5,10,30.0
P0794,46,45,150,29.2,111.7,16,6,5,32.7,8.5,11,30.0
P0795,37,34,1560,38.9,126.8,131,24,9,23.0,7.7,10,32.7
P0796,19,16,1771,48.1,138.3,187,49,5,32.3,6.8,16,37.1
P0797,48,45,1364,19.1,145.7,93,54,8,33.5,6.5,12,30.0
P0798,26,23,500,37.0,125.0,30,13,5,37.0,6.9,12,30.0
P0799,48,47,2042,34.6,127.6,124,104,12,28.0,7.0,6,43.5
P0800,31,28,893,42.0,118.3,85,36,6,36.8,6.6,11,30.0
P0801,35,33,1261,37.9,134.4,110,22,9,15.0,5.7,16,35.0
P0802,34,31,611,29.2,119.7,55,31,1,20.5,8.5,11,30.0
P0803,26,26,719,33.1,145.3,43,38,9,30.3,8.4,16,30.0
P0804,22,19,664,28.8,102.9,56,12,8,31.6,6.1,10,30.0
P0805,29,28,50,45.7,128.5,5,1,10,21.7,7.5,17,30.0
P0806,34,34,50,36.2,140.4,4,1,10,31.1,6.5,11,30.0
P0807,13,12,50,53.1,138.3,5,1,5,24.0,7.1,11,30.0
P0808,19,18,50,35.5,180.0,3,1,12,26.8,7.1,12,30.0
P0809,12,12,50,29.6,141.3,5,1,3,37.2,7.0,13,30.0
P0810,50,49,1271,22.4,116.9,121,67,6,36.3,9.4,11,30.0
P0811,27,26,55,19.8,133.3,3,1,6,21.0,7.0,19,30.0
P0812,45,42,1382,21.7,103.0,102,25,8,20.5,6.6,16,30.0
P0813,31,29,1152,38.4,133.5,112,45,4,25.7,6.6,7,30.5
P0814,43,42,50,40.6,120.0,5,1,8,28.8,8.4,22,30.0
P0815,17,16,576,21.8,151.5,48,28,7,23.7,5.7,17,30.0
P0816,49,48,3829,44.1,125.1,289,124,6,37.3,6.6,10,64.9
P0817,28,25,50,31.7,132.9,5,1,5,31.8,8.8,4,30.0
P0818,50,48,2544,37.3,123.6,254,57,12,32.2,7.6,5,45.6
P0819,46,46,333,50.5,166.3,28,15,14,18.9,7.6,13,42.5
P0820,15,12,580,44.1,129.2,51,14,10,38.3,9.5,11,30.0
P0821,35,32,50,33.6,168.0,3,2,7,15.0,7.6,14,30.0
P0822,43,41,50,28.0,149.7,4,1,3,35.7,6.7,7,30.0
P0823,15,13,133,16.6,143.7,10,3,4,36.5,7.1,9,30.0
P0824,46,43,1112,29.5,141.6,133,37,14,25.5,6.3,15,30.0
P0825,42,42,862,34.1,142.1,76,45,6,39.2,8.7,9,30.0
P0826,31,28,50,27.1,100.3,4,2,10,28.5,8.0,17,30.0
P0827,30,28,585,34.8,130.0,54,13,10,29.5,8.5,13,30.0
P0828,15,15,698,36.7,150.2,80,20,10,31.7,8.6,6,30.0
P0829,15,13,421,34.0,134.1,45,8,9,54.5,7.0,13,30.0
P0830,13,13,463,30.1,109.7,40,16,9,39.8,6.5,16,30.0
P0831,39,38,470,37.5,134.1,48,15,5,34.6,7.3,11,30.0
P0832,20,18,1562,40.0,165.7,148,79,8,21.7,6.5,11,44.6
P0833,39,37,50,26.2,157.4,4,2,6,30.1,7.6,9,30.0
P0834,40,37,2680,48.7,133.9,191,81,10,22.5,8.5,12,60.8
P0835,33,31,2374,35.1,152.1,208,82,11,35.6,7.2,9,48.6
P0836,18,16,857,36.2,128.4,64,43,9,30.1,7.5,12,30.0
P0837,12,11,371,42.4,104.3,42,17,8,20.0,7.3,16,30.0
P0838,40,38,682,38.1,118.4,54,10,9,29.6,8.2,14,30.0
P0839,49,48,4356,44.6,163.1,510,121,5,22.2,6.7,10,81.5
P0840,46,45,50,38.6,130.1,4,1,12,30.2,5.2,17,30.0
P0841,45,44,50,30.5,130.6,4,1,5,22.1,7.9,11,30.0
P0842,33,32,756,39.3,129.6,69,17,10,29.2,8.4,15,30.0
P0843,40,40,2300,25.7,169.3,155,37,9,35.0,7.8,12,38.2
P0844,15,12,612,37.0,164.3,50,24,14,28.6,6.8,12,30.0
P0845,11,11,50,35.7,174.9,3,1,11,25.9,6.3,11,30.0
P0846,29,27,635,34.1,132.1,61,10,10,30.6,7.9,7,30.0
P0847,37,37,497,34.8,140.3,43,12,14,34.6,7.5,7,30.0
P0848,20,20,110,19.1,107.7,11,5,10,20.1,7.3,15,30.0
P0849,13,11,676,31.1,161.6,49,33,8,31.1,9.2,16,30.0
P0850,24,22,50,36.8,114.0,3,1,7,39.5,6.5,20,30.0
P0851,15,13,1269,37.4,138.9,107,40,10,33.6,9.2,15,30.0
P0852,39,39,1907,26.8,115.2,220,103,6,29.5,7.4,20,34.0
P0853,47,47,4657,47.4,124.4,477,107,8,34.1,5.6,12,82.0
P0854,11,9,136,28.2,119.9,11,3,7,32.6,7.2,10,30.0
P0855,24,21,798,44.7,124.1,72,21,12,35.0,8.4,11,30.0
P0856,20,17,50,39.8,125.3,3,1,4,15.0,7.0,9,30.0
P0857,17,16,229,30.2,125.1,27,6,11,16.6,5.9,16,30.0
P0858,35,33,2562,52.0,150.0,256,131,10,37.0,7.2,10,61.7
P0859,14,13,753,25.3,115.1,58,29,8,17.0,6.5,11,30.0
P0860,15,12,50,44.3,139.0,4,1,8,32.2,7.9,17,30.0
P0861,35,34,970,45.0,156.9,64,50,13,26.2,8.2,10,34.9
P0862,13,11,279,30.0,125.8,32,4,11,21.0,6.3,12,30.0
P0863,28,26,50,48.5,122.1,3,1,9,31.8,6.7,16,30.0
P0864,29,27,1450,33.7,130.9,143,54,6,30.6,8.2,11,30.0
P0865,42,42,447,38.6,156.2,33,17,2,45.9,6.5,12,30.0
P0866,29,28,863,38.3,138.5,88,14,11,24.0,6.3,10,30.0
P0867,21,18,343,34.8,125.4,36,10,7,40.5,6.2,18,30.0
P0868,10,7,63,43.3,143.7,6,2,15,31.8,7.8,13,30.0
P0869,35,32,1370,43.1,115.2,132,58,6,23.7,7.7,8,31.5
P0870,23,23,365,20.3,147.3,41,14,8,35.4,6.7,13,30.0
P0871,47,47,1409,47.7,142.4,91,39,5,33.5,7.4,11,30.2
P0872,46,44,251,21.0,129.5,20,4,10,29.3,8.9,17,30.0
P0873,20,17,1016,45.3,119.9,76,32,5,31.1,6.4,8,30.0
P0874,45,45,5509,46.1,119.0,657,111,4,24.2,5.4,14,95.8
P0875,22,20,596,26.2,144.6,49,31,5,22.4,7.9,12,30.0
P0876,12,9,580,32.3,157.1,60,19,9,35.1,7.3,9,30.0
P0877,42,41,50,26.0,123.5,5,1,10,27.2,6.7,13,30.0
P0878,15,13,512,34.1,143.3,37,23,10,28.4,8.1,14,30.0
P0879,19,19,50,33.2,97.4,3,1,4,31.2,8.2,19,30.0
P0880,14,14,50,43.0,124.5,3,1,11,31.1,5.2,14,30.0
P0881,32,30,373,47.8,134.4,31,17,9,17.6,6.7,12,30.0
P0882,19,17,1809,48.6,118.6,133,89,6,39.3,9.7,12,32.0
P0883,11,11,663,30.9,118.1,40,27,12,30.0,8.0,17,30.0
P0884,22,21,890,34.1,123.0,100,15,8,27.4,8.1,12,30.0
P0885,49,46,50,20.8,140.3,5,1,7,32.4,8.6,11,30.0
P0886,11,10,231,28.7,131.6,18,10,5,30.9,7.4,12,30.0
P0887,29,27,1570,44.7,94.7,126,32,10,35.1,8.2,12,30.0
P0888,10,9,534,50.5,96.8,32,12,9,33.3,8.1,18,30.0
P0889,46,46,50,24.9,124.1,5,2,8,34.7,7.9,16,30.0
P0890,18,16,53,30.7,143.2,5,0,9,39.8,7.1,13,30.0
P0891,26,23,769,35.8,90.0,52,34,7,36.1,7.6,22,30.0
P0892,18,18,1065,38.5,126.0,74,36,2,27.7,6.8,17,30.0
P0893,20,20,50,28.7,125.5,5,1,4,20.0,7.4,9,30.0
P0894,24,21,700,39.8,160.0,67,10,7,42.3,6.2,10,30.0
P0895,33,30,1088,31.7,128.1,68,51,4,27.1,6.6,15,30.0
P0896,47,46,3051,35.9,141.9,297,89,6,25.2,7.1,16,59.9
P0897,44,42,2909,40.9,137.5,228,106,9,15.1,6.5,12,62.5
P0898,39,36,2054,36.1,96.6,168,86,4,31.7,6.9,9,32.8
P0899,40,37,237,32.1,148.8,25,10,10,30.2,7.2,18,30.0
P0900,14,12,50,35.0,138.9,5,2,7,16.9,7.8,12,30.0
P0901,23,20,427,35.2,144.1,35,15,11,32.6,8.3,9,30.0
P0902,20,17,1111,32.7,180.0,129,34,4,25.0,6.9,8,31.8
P0903,18,17,1370,33.7,97.5,115,72,16,50.5,8.7,17,30.0
P0904,43,43,3706,50.4,166.0,393,150,8,24.4,8.3,14,79.1
P0905,21,21,1232,41.0,129.8,109,33,5,25.5,7.9,6,30.0
P0906,44,44,2023,33.3,140.2,230,40,8,22.0,7.6,18,48.9
P0907,44,44,825,42.3,134.2,94,40,4,39.2,7.7,19,30.0
P0908,10,7,200,33.0,127.4,13,5,8,26.0,8.6,10,30.0
P0909,49,47,5840,46.6,124.7,678,241,9,23.2,8.6,15,100.0
P0910,31,29,65,39.3,140.9,7,2,9,34.7,8.7,17,30.0
P0911,38,37,3389,35.0,107.7,364,77,10,18.0,7.4,18,65.5
P0912,17,16,434,40.0,148.5,31,16,6,34.0,8.0,17,30.0
P0913,20,17,864,21.9,127.5,93,15,7,43.3,8.7,16,30.0
P0914,50,48,50,25.9,114.7,5,1,9,33.5,6.8,9,30.0
P0915,46,44,1762,25.3,126.9,136,64,7,34.1,7.1,16,30.0
P0916,23,23,225,37.3,157.6,26,7,11,36.0,7.4,9,30.0
P0917,39,36,50,51.6,125.4,3,2,2,42.7,8.3,16,30.0
P0918,44,41,2801,56.1,141.5,193,134,17,38.7,8.3,12,59.1
P0919,30,30,2516,41.7,121.8,232,115,12,32.5,7.2,15,51.6
P0920,46,43,270,40.5,148.6,25,4,8,36.2,5.9,11,30.0
P0921,14,11,50,19.8,147.3,4,1,3,21.9,7.6,15,30.0
P0922,28,27,762,31.1,168.3,46,27,9,35.2,6.5,12,30.0
P0923,23,21,554,28.9,131.8,65,29,9,21.0,5.9,14,30.0
P0924,35,32,1506,30.4,147.0,94,72,6,26.1,6.1,13,32.1
P0925,13,12,806,34.5,136.8,55,39,6,15.0,7.7,19,33.7
P0926,34,32,955,31.8,158.3,58,25,10,32.2,8.8,9,30.0
P0927,34,34,1765,18.2,122.1,165,56,3,23.8,7.4,11,30.0
P0928,27,26,1360,42.7,148.4,157,46,4,37.9,7.6,4,30.0
P0929,49,48,826,26.3,131.5,82,17,10,32.1,8.6,13,30.0
P0930,17,15,50,38.2,133.8,5,0,6,38.0,5.9,13,30.0
P0931,48,48,1934,54.7,136.7,117,102,12,20.3,7.9,10,59.1
P0932,49,48,883,27.7,139.5,81,21,9,37.3,7.4,6,30.0
P0933,23,20,588,15.0,132.9,51,14,9,45.8,8.0,15,30.0
P0934,41,38,1857,33.4,138.9,167,34,10,35.1,6.9,9,31.9
P0935,47,44,50,45.9,163.4,3,2,6,35.3,6.6,15,30.0
P0936,42,42,2640,53.6,152.7,266,100,9,30.4,7.5,10,64.0
P0937,32,31,1292,24.9,150.6,116,53,7,24.8,9.0,16,30.0
P0938,24,21,2148,40.5,126.8,227,110,12,35.1,8.3,19,42.6
P0939,42,42,2521,31.8,119.0,224,72,8,17.0,6.9,18,53.0
P0940,34,31,1913,35.0,152.2,131,76,10,25.7,6.1,14,45.1
P0941,26,24,1521,59.8,150.8,150,25,6,15.0,5.7,13,56.3
P0942,42,41,1279,22.5,161.5,89,28,11,23.4,8.7,10,30.0
P0943,11,10,861,38.3,124.1,96,41,7,34.1,6.4,7,30.0
P0944,23,23,50,40.2,130.9,4,2,6,33.0,7.1,10,30.0
P0945,49,49,1459,45.8,105.5,101,42,8,29.4,8.7,8,30.3
P0946,49,48,402,36.9,127.9,47,12,8,30.4,5.8,18,30.0
P0947,48,45,2406,38.8,152.9,219,87,8,15.0,8.9,16,54.0
P0948,15,12,869,32.5,126.6,55,13,9,26.0,7.1,14,30.0
P0949,15,13,201,38.4,146.5,19,4,6,23.5,6.3,14,30.0
P0950,12,9,50,32.9,131.6,3,1,12,23.7,7.2,15,30.0
P0951,16,16,391,41.6,140.8,42,9,5,33.8,6.7,11,30.0
P0952,17,17,1062,32.7,114.3,115,50,6,22.1,7.8,16,30.0
P0953,24,21,1272,39.4,136.5,151,33,9,24.2,6.8,11,40.9
P0954,38,38,1939,35.7,90.0,174,43,11,15.0,5.5,15,44.0
P0955,42,41,1361,46.1,131.6,118,47,13,26.6,7.2,15,38.0
P0956,39,38,50,35.5,105.7,5,2,6,20.3,6.0,8,30.0
P0957,48,45,1366,20.0,156.7,92,33,11,29.6,7.6,19,30.0
P0958,36,35,274,47.4,149.0,25,4,5,21.4,6.2,4,30.0
P0959,45,44,3901,27.8,143.4,361,114,7,29.8,6.9,13,64.2
P0960,38,36,1702,30.1,162.4,111,76,6,27.8,7.6,16,36.8
P0961,47,45,578,30.6,117.9,49,21,10,42.4,7.2,8,30.0
P0962,42,41,770,48.4,166.5,85,36,5,33.0,7.7,13,30.0
P0963,46,43,654,16.8,151.8,72,34,6,15.0,8.1,10,30.0
P0964,36,34,1551,60.0,130.7,102,72,8,18.9,6.2,12,52.1
P0965,42,42,4045,45.5,155.4,264,158,6,29.4,7.3,11,76.6
P0966,13,13,586,38.0,115.1,44,20,3,21.6,4.5,9,30.0
P0967,31,31,295,35.5,120.2,33,4,6,15.0,7.6,10,30.0
P0968,11,8,891,38.6,124.0,60,48,7,39.8,7.1,9,30.0
P0969,19,18,768,40.7,125.5,79,23,11,34.8,6.4,9,30.0
P0970,14,14,1035,41.8,116.0,68,21,7,33.2,7.7,12,30.0
P0971,19,16,257,41.0,157.0,25,10,9,24.1,8.6,15,30.0
P0972,42,40,2006,36.8,130.3,163,52,4,32.4,6.9,14,40.0
P0973,47,46,2064,34.2,141.3,221,79,7,23.4,6.5,11,48.1
P0974,22,20,50,34.6,124.7,3,1,9,30.6,7.6,20,30.0
P0975,40,37,3820,34.2,102.2,375,125,9,21.6,6.1,12,69.9
P0976,45,45,4762,46.2,139.9,353,230,6,41.1,6.7,13,81.0
P0977,33,33,822,41.3,100.6,84,21,6,16.4,8.6,13,30.0
P0978,24,21,50,15.0,133.8,5,1,7,38.9,7.5,16,30.0
P0979,38,38,2145,41.9,110.4,145,78,7,29.3,5.5,11,42.1
P0980,17,16,656,37.8,170.8,73,27,6,25.1,5.6,9,30.0
P0981,14,11,534,35.8,151.4,51,24,13,30.3,7.6,13,30.0
P0982,38,36,1394,32.5,136.9,94,42,6,34.9,8.3,13,30.0
P0983,13,10,694,46.1,157.7,59,28,7,39.9,5.8,10,30.0
P0984,21,20,2179,44.5,119.8,151,45,6,31.5,7.8,7,40.6
P0985,11,10,455,29.0,144.8,46,23,10,21.9,8.7,4,30.0
P0986,36,33,50,39.7,138.6,5,1,2,29.4,9.3,9,30.0
P0987,40,37,2382,27.3,139.8,158,105,5,43.5,7.7,9,30.0
P0988,45,45,2802,23.6,157.9,253,44,8,39.8,7.9,5,41.4
P0989,45,44,5546,30.4,148.2,603,128,5,36.3,5.3,10,90.0
P0990,35,32,50,43.8,140.2,5,1,5,35.4,9.5,10,30.0
P0991,36,33,1828,44.6,105.2,166,91,8,34.6,6.8,12,30.7
P0992,14,13,50,40.6,117.7,5,1,8,38.3,6.5,14,30.0
P0993,29,26,1717,42.5,132.8,158,89,6,25.3,7.1,8,36.4
P0994,20,20,367,40.6,136.7,30,12,3,18.2,8.9,18,30.0
P0995,19,18,1590,30.2,114.7,176,55,7,29.6,9.6,15,30.0
P0996,49,49,440,39.9,178.4,39,8,8,22.5,7.5,12,32.9
P0997,47,47,50,43.2,162.3,4,2,7,20.6,8.4,14,30.0
P0998,15,15,339,42.8,145.8,30,8,10,23.2,7.4,11,30.0
P0999,17,17,50,46.7,136.3,5,2,13,48.9,6.4,5,30.0
P1000,32,31,2300,42.4,131.2,252,118,9,30.1,8.9,14,47.4
